#chr	start	end	gene_id	source	gene_name	event_id
chr3	88149958	88168728	ENSG00000179021	QTL	C3orf38	TL1
chr3	88338415	88467593	ENSG00000283434	QTL	CSNKA2IP	TL1
chr3	101324204	101513240	ENSG00000138468	QTL	SENP7	TL1
chr3	101648888	101677131	ENSG00000066422	QTL	ZBTB11	TL1
chr3	101779201	101828230	ENSG00000144815	QTL	NXPE3	TL1
chr3	133598174	133662379	ENSG00000163781	QTL	TOPBP1	TL1
chr3	133746039	133796640	ENSG00000091513	QTL	TF	TL1
chr3	138494343	138594537	ENSG00000114107	QTL	CEP70	TL1
chr3	138608608	138633375	ENSG00000158234	QTL	FAIM	TL1
chr3	158644526	158695580	ENSG00000168827	QTL	GFM1	TL1
chr3	160227453	160449828	ENSG00000248710	QTL	AC079594.1	TL1
chr3	160256985	160399879	ENSG00000068885	QTL	IFT80	TL1
chr3	160432444	160485772	ENSG00000213186	QTL	TRIM59	TL1
chr3	160495006	160565570	ENSG00000186432	QTL	KPNA4	TL1
chr4	2247431	2262108	ENSG00000123933	QTL	MXD4	TL1
chr4	7041898	7057951	ENSG00000173011	QTL	TADA2B	TL1
chr4	9771152	10054935	ENSG00000109667	QTL	SLC2A9	TL1
chr4	17800654	17810757	ENSG00000163257	QTL	DCAF16	TL1
chr4	17841198	18021875	ENSG00000178177	QTL	LCORL	TL1
chr4	48497356	48780321	ENSG00000075539	QTL	FRYL	TL1
chr4	48805211	48861816	ENSG00000109180	QTL	OCIAD1	TL1
chr4	48885018	48906936	ENSG00000145247	QTL	OCIAD2	TL1
chr4	70992537	71030913	ENSG00000156136	QTL	DCK	TL1
chr4	71062666	71572086	ENSG00000080493	QTL	SLC4A4	TL1
chr4	82483169	82562356	ENSG00000249242	QTL	TMEM150C	TL1
chr4	82818508	82901165	ENSG00000138674	QTL	SEC31A	TL1
chr4	82909972	83012925	ENSG00000189308	QTL	LIN54	TL1
chr4	86935001	87141053	ENSG00000172493	QTL	AFF1	TL1
chr4	121824328	121870473	ENSG00000138686	QTL	BBS7	TL1
chr4	163110072	163166889	ENSG00000145414	QTL	NAF1	TL1
chr4	163323961	163344831	ENSG00000164128	QTL	NPY1R	TL1
chr5	1253166	1295067	ENSG00000164362	QTL	TERT	TL1
chr5	69350983	69370012	ENSG00000085231	QTL	AK6	TL1
chr5	70049637	70078521	ENSG00000205571	QTL	SMN2	TL1
chr5	70925029	70953941	ENSG00000172062	QTL	SMN1	TL1
chr5	72816311	72916732	ENSG00000083312	QTL	TNPO1	TL1
chr5	79612419	79686647	ENSG00000164329	QTL	TENT2	TL1
chr5	94618668	94739435	ENSG00000133302	QTL	SLF1	TL1
chr5	133052012	133106448	ENSG00000170606	QTL	HSPA4	TL1
chr5	138331934	138349728	ENSG00000120709	QTL	FAM53C	TL1
chr5	151771044	151812910	ENSG00000145907	QTL	G3BP1	TL1
chr5	176238366	176345990	ENSG00000170085	QTL	SIMC1	TL1
chr6	26196783	26197285	ENSG00000197409	QTL	H3C4	TL1
chr6	28241696	28252268	ENSG00000187626	QTL	ZKSCAN4	TL1
chr6	29941259	29945883	ENSG00000206503	QTL	HLA-A	TL1
chr6	31142438	31158237	ENSG00000204536	QTL	CCHCR1	TL1
chr6	31727037	31730616	ENSG00000213722	QTL	DDAH2	TL1
chr6	42746957	42868559	ENSG00000112624	QTL	BICRAL	TL1
chr6	42879615	42889924	ENSG00000146223	QTL	RPL7L1	TL1
chr6	42890264	42890820	ENSG00000221821	QTL	C6orf226	TL1
chr6	109366513	109382466	ENSG00000135535	QTL	CD164	TL1
chr6	125219961	125302077	ENSG00000111906	QTL	HDDC2	TL1
chr7	75416785	75486298	ENSG00000272391	QTL	POM121C	TL1
chr7	76397517	76442070	ENSG00000188372	QTL	ZP3	TL1
chr7	76461675	76505993	ENSG00000091073	QTL	DTX2	TL1
chr7	76510524	76516521	ENSG00000243566	QTL	UPK3B	TL1
chr7	76609985	76627260	ENSG00000146707	QTL	POMZP3	TL1
chr7	77122433	77329532	ENSG00000135205	QTL	CCDC146	TL1
chr7	100177562	100221487	ENSG00000066923	QTL	STAG3	TL1
chr7	128937456	128950037	ENSG00000128604	QTL	IRF5	TL1
chr8	232136	264702	ENSG00000172748	QTL	ZNF596	TL1
chr8	21919661	22006584	ENSG00000130227	QTL	XPO7	TL1
chr8	22024124	22036896	ENSG00000158806	QTL	NPM2	TL1
chr8	22089149	22104910	ENSG00000158863	QTL	FAM160B2	TL1
chr8	47960184	47978159	ENSG00000104738	QTL	MCM4	TL1
chr8	55696423	55773406	ENSG00000167904	QTL	TMEM68	TL1
chr8	55773445	55826444	ENSG00000137574	QTL	TGS1	TL1
chr8	55879834	56014168	ENSG00000254087	QTL	LYN	TL1
chr8	91070195	91087094	ENSG00000155100	QTL	OTUD6B	TL1
chr8	94487688	94553528	ENSG00000164944	QTL	VIRMA	TL1
chr9	34957607	34982543	ENSG00000122733	QTL	PHF24	TL1
chr11	167783	207427	ENSG00000177951	QTL	BET1L	TL1
chr11	4094706	4138931	ENSG00000167325	QTL	RRM1	TL1
chr11	9573669	9593456	ENSG00000166483	QTL	WEE1	TL1
chr11	47177521	47186442	ENSG00000165912	QTL	PACSIN3	TL1
chr11	47465932	47565568	ENSG00000149187	QTL	CELF1	TL1
chr11	47778086	47848554	ENSG00000030066	QTL	NUP160	TL1
chr11	108116694	108147602	ENSG00000075239	QTL	ACAT1	TL1
chr10	5684837	5763739	ENSG00000108021	QTL	TASOR2	TL1
chr10	5765222	5842131	ENSG00000057608	QTL	GDI2	TL1
chr10	35008550	35090641	ENSG00000108094	QTL	CUL2	TL1
chr10	35126790	35212957	ENSG00000095794	QTL	CREM	TL1
chr10	92689954	92695646	ENSG00000152804	QTL	HHEX	TL1
chr10	97356700	97426075	ENSG00000052749	QTL	RRP12	TL1
chr10	103877568	103918183	ENSG00000107960	QTL	STN1	TL1
chr12	12725916	12829974	ENSG00000178878	QTL	APOLD1	TL1
chr12	48653210	48682237	ENSG00000139620	QTL	KANSL2	TL1
chr12	48688457	48716997	ENSG00000129315	QTL	CCNT1	TL1
chr12	88142295	88199886	ENSG00000139324	QTL	TMTC3	TL1
chr12	88492792	88580850	ENSG00000049130	QTL	KITLG	TL1
chr12	111443484	111599675	ENSG00000204842	QTL	ATXN2	TL1
chr12	120438197	120460005	ENSG00000111780	QTL	AL021546.1	TL1
chr12	120446443	120463748	ENSG00000257218	QTL	GATC	TL1
chr12	120461671	120469747	ENSG00000111786	QTL	SRSF9	TL1
chr12	120578763	120581401	ENSG00000167272	QTL	POP5	TL1
chr12	122271431	122422668	ENSG00000130779	QTL	CLIP1	TL1
chr12	122503453	122526999	ENSG00000111011	QTL	RSRC2	TL1
chr12	128793193	128823957	ENSG00000139370	QTL	SLC15A4	TL1
chr13	41189833	41194568	ENSG00000120696	QTL	KBTBD7	TL1
chr13	41566834	41961119	ENSG00000102763	QTL	VWA8	TL1
chr13	50909746	51024119	ENSG00000136104	QTL	RNASEH2B	TL1
chr14	21476596	21499174	ENSG00000092203	QTL	TOX4	TL1
chr14	21498132	21511341	ENSG00000165819	QTL	METTL3	TL1
chr14	23016542	23035229	ENSG00000100804	QTL	PSMB5	TL1
chr14	105009572	105021082	ENSG00000170779	QTL	CDCA4	TL1
chr15	41517175	41544268	ENSG00000103932	QTL	RPAP1	TL1
chr15	41774433	41827854	ENSG00000137802	QTL	MAPKBP1	TL1
chr15	41828091	41837580	ENSG00000243789	QTL	JMJD7	TL1
chr15	41828115	41848142	ENSG00000168970	QTL	JMJD7-PLA2G4B	TL1
chr15	41837774	41848146	ENSG00000243708	QTL	PLA2G4B	TL1
chr15	49621036	49656231	ENSG00000104047	QTL	DTWD1	TL1
chr15	56244008	56445996	ENSG00000151575	QTL	TEX9	TL1
chr16	3500975	3539047	ENSG00000103351	QTL	CLUAP1	TL1
chr16	3539032	3577402	ENSG00000167984	QTL	NLRC3	TL1
chr16	3611727	3680142	ENSG00000213918	QTL	DNASE1	TL1
chr16	11833849	11851579	ENSG00000171490	QTL	RSL1D1	TL1
chr16	11868127	11916081	ENSG00000103342	QTL	GSPT1	TL1
chr16	15643266	15734690	ENSG00000072864	QTL	NDE1	TL1
chr16	28379578	28403840	ENSG00000205609	QTL	EIF3CL	TL1
chr16	28456371	28471174	ENSG00000233232	QTL	NPIPB7	TL1
chr16	28474110	28495574	ENSG00000188603	QTL	CLN3	TL1
chr16	28532707	28539007	ENSG00000176046	QTL	NUPR1	TL1
chr16	28537039	28623554	ENSG00000288656	QTL	AC020765.6	TL1
chr16	28553919	28591789	ENSG00000176476	QTL	SGF29	TL1
chr16	28591942	28597049	ENSG00000197165	QTL	SULT1A2	TL1
chr16	28605195	28623624	ENSG00000196502	QTL	SULT1A1	TL1
chr16	28688557	28735726	ENSG00000184110	QTL	EIF3C	TL1
chr16	28823047	28837236	ENSG00000168488	QTL	ATXN2L	TL1
chr16	28842410	28846347	ENSG00000178952	QTL	TUFM	TL1
chr16	28846599	28874211	ENSG00000178188	QTL	SH2B1	TL1
chr16	28878404	28904465	ENSG00000196296	QTL	ATP2A1	TL1
chr16	28904420	28936525	ENSG00000177548	QTL	RABEP2	TL1
chr16	28984825	28990783	ENSG00000213658	QTL	LAT	TL1
chr16	30957753	30984663	ENSG00000099381	QTL	SETD1A	TL1
chr16	50246136	50318134	ENSG00000121281	QTL	ADCY7	TL1
chr16	53491039	53504410	ENSG00000166971	QTL	AKTIP	TL1
chr16	70299193	70372581	ENSG00000260537	QTL	AC012184.2	TL1
chr16	71447596	71463094	ENSG00000167377	QTL	ZNF23	TL1
chr16	72063147	72077245	ENSG00000261701	QTL	HPR	TL1
chr16	74621398	74666876	ENSG00000168411	QTL	RFWD3	TL1
chr16	82147797	82170223	ENSG00000135698	QTL	MPHOSPH6	TL1
chr17	142788	181649	ENSG00000272636	QTL	DOC2B	TL1
chr17	212388	386253	ENSG00000181031	QTL	RPH3AL	TL1
chr17	439977	445938	ENSG00000183688	QTL	RFLNB	TL1
chr17	799309	979775	ENSG00000167693	QTL	NXN	TL1
chr17	8224814	8248055	ENSG00000178971	QTL	CTC1	TL1
chr17	39252662	39402522	ENSG00000108306	QTL	FBXL20	TL1
chr17	39665348	39666553	ENSG00000173991	QTL	TCAP	TL1
chr17	44849947	44899444	ENSG00000108883	QTL	EFTUD2	TL1
chr17	57085091	57121345	ENSG00000121057	QTL	AKAP1	TL1
chr17	75979239	76000585	ENSG00000257949	QTL	TEN1	TL1
chr17	75979251	76005984	ENSG00000261408	QTL	TEN1-CDK3	TL1
chr17	76000905	76005998	ENSG00000250506	QTL	CDK3	TL1
chr17	78174090	78187232	ENSG00000167900	QTL	TK1	TL1
chr17	78187316	78207700	ENSG00000183077	QTL	AFMID	TL1
chr18	657652	673577	ENSG00000176890	QTL	TYMS	TL1
chr18	12947132	12987535	ENSG00000085415	QTL	SEH1L	TL1
chr18	12991361	13125051	ENSG00000101639	QTL	CEP192	TL1
chr18	51174549	51218332	ENSG00000176624	QTL	MEX3C	TL1
chr18	54269516	54321265	ENSG00000101751	QTL	POLI	TL1
chr18	54324357	54357963	ENSG00000174448	QTL	STARD6	TL1
chr18	79679802	79754509	ENSG00000060069	QTL	CTDP1	TL1
chr20	36890228	36951842	ENSG00000101347	QTL	SAMHD1	TL1
chr20	63272784	63289789	ENSG00000101199	QTL	ARFGAP1	TL1
chr19	4343526	4360085	ENSG00000008382	QTL	MPND	TL1
chr19	4360369	4400546	ENSG00000141985	QTL	SH3GL1	TL1
chr19	4402639	4445017	ENSG00000167670	QTL	CHAF1A	TL1
chr19	4444998	4457793	ENSG00000167671	QTL	UBXN6	TL1
chr19	22179088	22215800	ENSG00000196109	QTL	ZNF676	TL1
chr19	34172503	34229287	ENSG00000257103	QTL	LSM14A	TL1
chr19	47064186	47113775	ENSG00000130749	QTL	ZC3H4	TL1
chr19	51611926	51645544	ENSG00000105501	QTL	SIGLEC5	TL1
chr19	51612090	51646888	ENSG00000268500	QTL	AC018755.2	TL1
chr19	51642552	51646800	ENSG00000254415	QTL	SIGLEC14	TL1
chr19	56774546	56840728	ENSG00000269699	QTL	ZIM2	TL1
chr19	57351270	57359897	ENSG00000131845	QTL	ZNF304	TL1
chr19	57389883	57419993	ENSG00000269533	QTL	AC003002.3	TL1
chr19	57394182	57438456	ENSG00000268533	QTL	AC003002.2	TL1
chr19	57435324	57447100	ENSG00000186230	QTL	ZNF749	TL1
chr19	57487710	57496097	ENSG00000105136	QTL	ZNF419	TL1
chr22	22322471	22322968	ENSG00000211644	QTL	IGLV1-51	TL1
chr22	25564674	25729293	ENSG00000100077	QTL	GRK3	TL1
chr22	28687742	28742421	ENSG00000183765	QTL	CHEK2	TL1
chr22	28742038	28757514	ENSG00000100209	QTL	HSCB	TL1
chr22	28772673	28789300	ENSG00000159873	QTL	CCDC117	TL1
chr22	28883571	29057487	ENSG00000183579	QTL	ZNRF3	TL1
chr22	30554634	30574664	ENSG00000128242	QTL	GAL3ST1	TL1
chr22	31488687	31618587	ENSG00000198089	QTL	SFI1	TL1
chr22	31618490	31662431	ENSG00000241878	QTL	PISD	TL1
chr22	35299274	35347991	ENSG00000100284	QTL	TOM1	TL1
chr22	35738735	36028823	ENSG00000100320	QTL	RBFOX2	TL1
chr22	38483437	38507659	ENSG00000100201	QTL	DDX17	TL1
chr22	38578119	38656628	ENSG00000184949	QTL	FAM227A	TL1
chr22	38656639	38673853	ENSG00000100211	QTL	CBY1	TL1
chr22	38681956	38685420	ENSG00000100216	QTL	TOMM22	TL1
chr22	38685542	38701555	ENSG00000100221	QTL	JOSD1	TL1
chr22	38734724	38794142	ENSG00000100242	QTL	SUN2	TL1
chr22	50525751	50530031	ENSG00000025708	QTL	TYMP	TL1
chr21	33559541	33588705	ENSG00000159147	QTL	DONSON	TL1
chr21	46136261	46155578	ENSG00000160282	QTL	FTCD	TL1
chr21	46635594	46665123	ENSG00000160310	QTL	PRMT2	TL1
